name,class,shape,policy
model.language_model.layers.18.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.18.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.19.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.19.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.19.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.19.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.19.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.19.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.19.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.20.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.20.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.20.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.20.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.20.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.20.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.20.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.21.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.21.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.21.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.21.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.21.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.21.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.21.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.22.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.22.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.22.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.22.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.22.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.22.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.22.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.23.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.23.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.23.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.23.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.23.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.23.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.23.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.24.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.24.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.24.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.24.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.24.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.24.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.24.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.25.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.25.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.25.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.25.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.25.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.25.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.25.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.26.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.26.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.26.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.26.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.26.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.26.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.26.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.27.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.27.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.27.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.27.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.27.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.27.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.27.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.28.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.28.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.28.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.28.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.28.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.28.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.28.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.29.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.29.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.29.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.29.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.29.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.29.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.29.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.30.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.30.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.30.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.30.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.30.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.30.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.30.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.31.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.31.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.31.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.31.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.31.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.31.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.31.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.32.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.32.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.32.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.32.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.32.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.32.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.32.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.33.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.33.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.33.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.33.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.33.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.33.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.33.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.34.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.34.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.34.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.34.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.34.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.34.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.34.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.35.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.35.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.35.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.35.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.35.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.35.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.35.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.36.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.36.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.36.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.36.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.36.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.36.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.36.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.37.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.37.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.37.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.37.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.37.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.37.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.37.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.38.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.38.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.38.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.38.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.38.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.38.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.38.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.39.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.39.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.39.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.39.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.39.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.39.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.39.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.40.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.40.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.40.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.40.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.40.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.40.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.40.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.41.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.41.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.41.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.41.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.41.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.41.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.41.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.42.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.42.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.42.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.42.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.42.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.42.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.42.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.43.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.43.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.43.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.43.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.43.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.43.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.43.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.44.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.44.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.44.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.44.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.44.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.44.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.44.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.45.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.45.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.45.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.45.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.45.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.45.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.45.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.46.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.46.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.46.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.46.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.46.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.46.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.46.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.47.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.47.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.47.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.47.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.47.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.47.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.47.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
lm_head,Linear,262208x3840,output_critical_preserve
