name,class,shape,policy
model.vision_tower.vision_model.encoder.layers.23.self_attn,SiglipAttention,,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.23.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.23.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.23.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.23.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.23.layer_norm2,LayerNorm,1152,output_critical_preserve
model.vision_tower.vision_model.encoder.layers.23.mlp,SiglipMLP,,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.23.mlp.activation_fn,GELUTanh,,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.23.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.23.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.24,SiglipEncoderLayer,,other
model.vision_tower.vision_model.encoder.layers.24.layer_norm1,LayerNorm,1152,output_critical_preserve
model.vision_tower.vision_model.encoder.layers.24.self_attn,SiglipAttention,,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.24.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.24.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.24.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.24.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.24.layer_norm2,LayerNorm,1152,output_critical_preserve
model.vision_tower.vision_model.encoder.layers.24.mlp,SiglipMLP,,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.24.mlp.activation_fn,GELUTanh,,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.24.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.24.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.25,SiglipEncoderLayer,,other
model.vision_tower.vision_model.encoder.layers.25.layer_norm1,LayerNorm,1152,output_critical_preserve
model.vision_tower.vision_model.encoder.layers.25.self_attn,SiglipAttention,,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.25.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.25.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.25.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.25.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.25.layer_norm2,LayerNorm,1152,output_critical_preserve
model.vision_tower.vision_model.encoder.layers.25.mlp,SiglipMLP,,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.25.mlp.activation_fn,GELUTanh,,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.25.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.25.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.26,SiglipEncoderLayer,,other
model.vision_tower.vision_model.encoder.layers.26.layer_norm1,LayerNorm,1152,output_critical_preserve
model.vision_tower.vision_model.encoder.layers.26.self_attn,SiglipAttention,,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.26.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.26.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.26.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.26.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.26.layer_norm2,LayerNorm,1152,output_critical_preserve
model.vision_tower.vision_model.encoder.layers.26.mlp,SiglipMLP,,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.26.mlp.activation_fn,GELUTanh,,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.26.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.26.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.post_layernorm,LayerNorm,1152,output_critical_preserve
model.multi_modal_projector,Gemma3MultiModalProjector,,other
model.multi_modal_projector.mm_soft_emb_norm,Gemma3RMSNorm,1152,output_critical_preserve
model.multi_modal_projector.avg_pool,AvgPool2d,,other
model.language_model,Gemma3TextModel,,other
model.language_model.embed_tokens,Gemma3TextScaledWordEmbedding,262208x3840,output_critical_preserve
model.language_model.layers,ModuleList,,other
model.language_model.layers.0,Gemma3DecoderLayer,,other
model.language_model.layers.0.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.0.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.0.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.0.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.0.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.0.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.0.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.0.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.0.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.0.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.0.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.0.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.0.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.0.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.0.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.0.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.1,Gemma3DecoderLayer,,other
model.language_model.layers.1.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.1.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.1.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.1.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.1.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.1.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.1.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.1.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.1.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.1.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.1.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.1.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.1.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.1.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.1.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.1.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.2,Gemma3DecoderLayer,,other
model.language_model.layers.2.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.2.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.2.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.2.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.2.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.2.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.2.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.2.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.2.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.2.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.2.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.2.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.2.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.2.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.2.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.2.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.3,Gemma3DecoderLayer,,other
model.language_model.layers.3.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.3.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.3.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.3.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.3.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.3.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.3.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.3.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.3.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.3.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.3.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.3.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.3.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.3.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.3.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.3.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.4,Gemma3DecoderLayer,,other
model.language_model.layers.4.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.4.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.4.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.4.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.4.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.4.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.4.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.4.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.4.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.4.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.4.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.4.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.4.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.4.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.4.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.4.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.5,Gemma3DecoderLayer,,other
model.language_model.layers.5.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.5.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.5.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.5.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.5.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.5.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.5.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.5.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.5.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.5.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.5.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.5.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.5.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.5.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.5.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.5.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.6,Gemma3DecoderLayer,,other
model.language_model.layers.6.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.6.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.6.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.6.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.6.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.6.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.6.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.6.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.6.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.6.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.6.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.6.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.6.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.6.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.6.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.6.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.7,Gemma3DecoderLayer,,other
model.language_model.layers.7.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.7.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.7.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.7.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.7.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.7.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.7.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.7.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.7.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.7.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.7.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.7.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.7.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.7.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.7.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.7.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.8,Gemma3DecoderLayer,,other
model.language_model.layers.8.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.8.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.8.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.8.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.8.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.8.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.8.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.8.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.8.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.8.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.8.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.8.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.8.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.8.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.8.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.8.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.9,Gemma3DecoderLayer,,other
model.language_model.layers.9.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.9.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.9.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.9.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.9.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.9.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.9.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.9.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.9.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.9.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.9.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.9.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.9.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.9.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.9.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.9.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.10,Gemma3DecoderLayer,,other
model.language_model.layers.10.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.10.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.10.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.10.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.10.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.10.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.10.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.10.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.10.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.10.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.10.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.10.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.10.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.10.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.10.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.10.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.11,Gemma3DecoderLayer,,other
model.language_model.layers.11.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.11.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.11.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.11.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.11.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.11.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.11.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.11.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.11.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.11.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.11.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.11.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.11.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.11.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.11.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.11.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.12,Gemma3DecoderLayer,,other
model.language_model.layers.12.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.12.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.12.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.12.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.12.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.12.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.12.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.12.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.12.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.12.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.12.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.12.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.12.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.12.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.12.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.12.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.13,Gemma3DecoderLayer,,other
model.language_model.layers.13.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.13.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.13.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.13.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.13.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.13.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.13.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.13.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.13.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.13.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.13.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.13.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.13.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.13.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.13.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.13.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.14,Gemma3DecoderLayer,,other
model.language_model.layers.14.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.14.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.14.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.14.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.14.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.14.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.14.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.14.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.14.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.14.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.14.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.14.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.14.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.14.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.14.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.14.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.15,Gemma3DecoderLayer,,other
model.language_model.layers.15.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.15.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.15.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.15.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.15.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.15.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.15.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.15.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.15.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.15.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.15.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.15.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.15.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.15.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.15.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.15.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.16,Gemma3DecoderLayer,,other
model.language_model.layers.16.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.16.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.16.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.16.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
