name,class,shape,policy
model.language_model.layers.43.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.43.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.43.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.43.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.44.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.44.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.44.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.44.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.44.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.45.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.45.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.45.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.45.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.45.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.46.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.46.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.46.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.46.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.46.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.47.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.47.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.47.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.47.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.47.mlp.act_fn,GELUTanh,,mlp_q4_candidate
